Brand,model,Year,Age,kmDriven,Transmission,Owner,FuelType,AskPrice
12,70,2017,7,113000.0,0,1,2,1450000
17,88,2017,7,65000.0,1,1,0,875000
36,187,2015,9,198000.0,1,0,0,775000
11,120,2012,12,116574.0,0,1,0,850000
23,110,2021,3,15000.0,0,0,2,795000
23,319,2021,3,64000.0,0,0,2,650000
12,191,2018,6,81000.0,0,0,2,625000
13,48,2021,3,20000.0,1,1,2,565000
23,317,2023,1,16000.0,0,0,2,845000
13,394,2022,2,7700.0,1,0,2,760000
25,211,2014,10,120000.0,0,0,0,2400000
23,317,2023,1,11000.0,0,0,2,725000
23,123,2020,4,18000.0,1,0,2,899000
23,116,2020,4,30000.0,0,0,2,350000
4,13,2018,6,52000.0,0,0,0,4325111
36,188,2018,6,80000.0,1,0,0,2100000
36,188,2018,6,53000.0,0,1,0,1399999
35,185,2016,8,43500.0,1,1,0,260000
13,122,2016,8,50000.0,1,0,2,335000
36,140,2012,12,185000.0,0,1,0,1350000
12,358,2017,7,84000.0,1,0,0,525000
33,200,2021,3,25296.0,0,0,2,3299000
31,109,2019,5,79200.0,0,0,0,712000
33,271,2019,5,60110.0,0,1,2,545000
36,140,2023,1,6400.0,0,0,0,4250000
23,319,2015,9,58200.0,1,1,2,445000
23,40,2013,11,16231.0,1,0,2,185101
23,319,2019,5,65000.0,0,0,0,615000
13,393,2009,15,16000.0,0,0,2,325000
13,296,2006,18,32950.0,1,1,2,105000
25,148,2013,11,100000.0,0,1,0,2400000
23,123,2017,7,68000.0,1,0,0,675000
36,188,2016,8,125000.0,0,0,0,1270000
13,36,2021,3,40500.0,0,0,2,1659000
21,174,2020,4,45000.0,0,1,2,1225000
12,191,2012,12,59600.0,1,1,2,250000
13,117,2015,9,80000.0,1,0,2,585000
23,320,2016,8,107000.0,1,1,0,385000
23,41,2013,11,65321.0,1,0,2,189101
25,65,2010,14,130000.0,0,1,0,750000
16,377,2016,8,76000.0,0,1,0,2500000
23,319,2017,7,32000.0,0,1,2,720000
37,347,2017,7,56300.0,1,1,2,599999
23,277,2010,14,195000.0,1,1,2,250000
8,272,2019,5,15698.0,0,1,2,280000
23,317,2010,14,120000.0,0,1,0,130000
21,174,2023,1,7600.0,0,0,2,2185000
23,37,2005,19,60000.0,1,1,2,75000
25,149,2022,2,16500.0,0,0,0,4950000
25,151,2017,7,15000.0,0,0,0,4290000
17,221,2023,1,16000.0,0,0,0,3495000
31,109,2013,11,98325.0,1,1,0,265000
23,41,2016,8,75000.0,1,1,2,238000
4,8,2015,9,61000.0,0,1,0,1500000
37,253,2021,3,14500.0,1,1,2,575000
10,226,2022,2,21000.0,1,0,0,1025000
13,294,2014,10,62394.0,0,1,0,799999
22,382,2016,8,95000.0,1,0,0,745000
28,198,2019,5,125000.0,1,0,0,775000
12,84,2014,10,61000.0,1,1,2,475000
13,393,2016,8,41258.0,1,0,2,335000
23,41,2018,6,46000.0,0,0,2,345000
13,352,2013,11,82000.0,1,1,0,392000
23,361,2006,18,59700.0,1,1,2,145000
12,84,2011,13,75875.0,0,1,2,295000
31,197,2019,5,60000.0,0,1,2,320000
13,100,2015,9,76000.0,1,1,0,865000
36,140,2015,9,130000.0,1,1,0,1250000
11,120,2017,7,78000.0,0,0,0,1999000
23,359,2009,15,61000.0,1,1,2,126000
23,317,2012,12,72000.0,1,1,2,335000
3,262,2014,10,77000.0,0,1,0,1849999
3,22,2016,8,94000.0,0,0,0,1399000
23,317,2012,12,125000.0,0,0,0,340000
13,352,2016,8,64000.0,1,0,0,590000
13,138,2013,11,64000.0,0,1,0,465000
23,317,2014,10,106000.0,1,1,0,470000
35,230,2016,8,39000.0,0,0,2,239999
23,317,2015,9,102000.0,1,1,0,410000
26,93,2019,5,25000.0,0,1,2,3850000
13,168,2016,8,25000.0,0,0,2,495000
13,117,2015,9,53500.0,1,0,0,700000
23,123,2019,5,73000.0,1,0,0,1090000
27,246,2009,15,64800.0,0,1,2,549200
4,7,2013,11,75000.0,0,1,0,799000
23,317,2009,15,169000.0,1,1,0,295000
21,174,2021,3,36000.0,0,0,2,1600000
23,83,2015,9,74000.0,1,0,0,495000
36,187,2012,12,250000.0,1,1,0,799999
23,362,2016,8,44000.0,0,1,2,375000
37,253,2013,11,163000.0,1,0,0,310000
23,123,2016,8,50000.0,1,0,0,700000
11,115,2017,7,48082.0,0,0,2,665000
35,173,2022,2,31000.0,0,0,0,2050000
25,156,2018,6,60000.0,0,1,0,4500000
23,319,2018,6,43000.0,0,0,2,520000
13,169,2022,2,18400.0,0,0,2,850000
35,332,2022,2,4600.0,0,1,2,675000
23,355,2018,6,72000.0,0,0,0,765000
12,87,2019,5,45000.0,0,0,2,1550000
22,382,2017,7,90000.0,1,0,0,995000
23,356,2018,6,117000.0,0,1,0,785000
4,9,2012,12,51000.0,0,1,0,649000
25,157,2017,7,53000.0,0,0,0,5175111
23,317,2018,6,66000.0,0,1,2,575000
37,193,2014,10,89000.0,0,0,0,750000
7,54,2014,10,67000.0,1,1,0,145000
3,262,2018,6,57000.0,0,0,2,2900000
25,65,2017,7,60000.0,0,0,0,3150000
36,187,2010,14,101412.0,1,1,0,395000
30,16,2018,6,15000.0,0,1,2,8000000
12,84,2015,9,68530.0,1,0,2,475000
23,167,2024,0,1600.0,1,0,2,1350000
35,173,2019,5,73000.0,1,0,0,1149000
23,361,2018,6,62000.0,1,1,2,397000
12,44,2015,9,40500.0,1,1,2,415000
23,17,2014,10,48000.0,0,1,2,180000
13,352,2018,6,70111.0,1,0,0,1025000
13,122,2017,7,68000.0,1,1,2,265000
4,7,2013,11,57000.0,0,0,0,1200000
35,230,2015,9,34000.0,1,0,2,70000
12,84,2014,10,170000.0,1,1,0,670000
19,269,2023,1,18650.0,0,0,0,16500000
37,347,2012,12,47000.0,1,0,0,298000
7,103,2016,8,65000.0,0,1,0,525000
18,75,2020,4,61000.0,0,0,0,3000000
13,168,2014,10,51000.0,1,1,2,375000
13,349,2022,2,3000.0,1,0,2,1160000
13,100,2020,4,70000.0,0,1,2,1155000
12,63,2013,11,76000.0,1,1,2,185000
23,52,2020,4,52450.0,1,0,2,610000
22,382,2014,10,100000.0,1,1,0,470000
23,83,2015,9,83000.0,1,1,0,425000
13,393,2010,14,64000.0,1,0,2,249999
23,361,2017,7,95000.0,1,1,2,280000
23,317,2015,9,52000.0,1,0,2,345000
23,319,2020,4,750000.0,1,0,0,520000
11,135,2011,13,68000.0,1,0,2,149000
12,191,2016,8,90500.0,1,1,0,485000
17,88,2018,6,86000.0,1,1,0,849000
36,127,2013,11,85000.0,1,0,0,275000
23,317,2021,3,38000.0,1,0,2,715000
31,336,2022,2,35000.0,0,0,2,735000
3,261,2018,6,58000.0,0,1,0,2375000
4,366,2019,5,50000.0,0,1,0,4000000
23,356,2017,7,72000.0,1,0,0,590000
22,382,2014,10,78000.0,1,1,0,715000
23,41,2016,8,41000.0,0,1,2,255000
9,258,2012,12,69500.0,1,0,0,199999
13,138,2020,4,50400.0,1,1,2,965000
36,140,2018,6,100000.0,1,1,0,2700000
12,84,2014,10,9876.0,1,0,0,400000
23,318,2012,12,58000.0,0,1,2,400000
16,377,2018,6,28650.0,0,1,2,2850000
31,336,2020,4,26700.0,0,0,2,624999
3,24,2015,9,41000.0,0,1,0,1035000
18,302,2022,2,20890.0,0,1,2,1445000
25,150,2019,5,14700.0,0,0,0,3475000
13,394,2015,9,54000.0,1,0,2,375000
23,123,2016,8,199600.0,1,1,0,775000
25,112,2015,9,34000.0,0,0,0,1465000
22,329,2021,3,26000.0,0,1,2,1490000
22,329,2013,11,16872.0,1,1,0,950000
13,393,2017,7,70000.0,0,1,0,450000
25,112,2024,0,8000.0,0,0,2,6175000
23,178,2022,2,33506.0,1,0,2,544000
13,122,2018,6,48000.0,1,1,2,265000
23,123,2013,11,83000.0,1,1,0,710000
35,290,2021,3,54000.0,0,0,0,1495000
13,349,2020,4,30000.0,0,0,2,890000
33,271,2019,5,72000.0,0,1,0,1000000
3,263,2016,8,63000.0,0,0,0,3850000
12,86,2006,18,92000.0,1,1,2,130000
18,75,2021,3,47000.0,0,0,0,2990000
23,355,2019,5,35000.0,0,1,0,675000
13,393,2009,15,58496.0,1,1,2,80000
31,336,2020,4,26000.0,0,0,2,625000
13,393,2014,10,29000.0,1,1,2,260000
13,393,2010,14,74000.0,1,1,2,99000
3,26,2014,10,113000.0,0,0,0,1225000
3,26,2014,10,68000.0,0,1,0,749999
13,122,2014,10,63000.0,1,0,2,201000
36,188,2018,6,77000.0,0,0,0,1650000
23,319,2018,6,73000.0,1,0,2,639000
4,3,2022,2,2000.0,0,0,2,3765000
22,329,2021,3,34000.0,0,0,2,1325000
36,188,2017,7,46000.0,0,1,0,2300000
13,393,2009,15,69000.0,0,1,2,288000
4,7,2013,11,57000.0,0,0,0,1200000
23,116,2014,10,81388.0,1,0,2,275000
13,122,2014,10,41500.0,1,0,2,249000
12,84,2022,2,27000.0,1,0,2,1098000
25,156,2016,8,850000.0,0,0,0,2600000
25,65,2019,5,70000.0,0,0,0,3450000
12,191,2015,9,53000.0,0,1,2,449999
13,352,2012,12,53750.0,0,1,2,325000
36,188,2017,7,171000.0,1,0,0,1475000
13,169,2020,4,100000.0,1,0,2,549000
23,361,2017,7,79000.0,0,0,2,440000
23,280,2018,6,106000.0,1,1,0,825000
13,393,2012,12,67000.0,0,1,2,298000
36,163,2019,5,64000.0,1,0,2,689000
23,355,2016,8,8788.0,0,0,0,500000
13,100,2016,8,108000.0,1,0,0,925000
23,17,2012,12,110000.0,1,1,2,120000
22,329,2022,2,27000.0,0,1,2,1290000
31,197,2016,8,23.0,1,1,2,210000
25,150,2017,7,32600.0,0,1,2,1750000
12,84,2016,8,33950.0,0,0,2,650000
35,238,2019,5,67231.0,1,0,0,539101
12,357,2018,6,55000.0,1,0,2,650000
35,42,2020,4,74000.0,1,0,2,580000
23,359,2011,13,110858.0,1,0,2,210000
22,300,2022,2,29000.0,0,0,0,2149999
28,247,2019,5,35000.0,1,0,2,220000
25,50,2014,10,41000.0,0,1,2,1040000
21,32,2022,2,47200.0,0,0,2,1190000
3,263,2014,10,45000.0,0,1,0,1200000
23,356,2019,5,75000.0,0,0,0,725000
23,80,2018,6,82000.0,0,0,2,425000
22,323,2015,9,53000.0,1,1,0,425000
36,97,2015,9,74000.0,0,1,2,649000
23,317,2012,12,158000.0,1,1,0,315000
33,271,2013,11,150000.0,1,1,0,425000
36,140,2017,7,190000.0,1,1,0,2400000
23,83,2020,4,19000.0,0,1,2,925000
23,397,2021,3,18000.0,1,0,2,740000
11,115,2015,9,72000.0,0,1,0,450000
23,277,2011,13,65500.0,1,1,2,190000
13,122,2017,7,68000.0,1,1,2,265000
36,163,2022,2,9000.0,1,0,2,775000
7,292,2013,11,27000.0,1,0,2,175000
4,367,2021,3,20000.0,0,0,2,6000000
23,320,2018,6,120000.0,1,1,0,499000
13,168,2015,9,68500.0,1,0,0,345000
21,175,2024,0,15000.0,0,0,2,2175000
3,22,2015,9,42000.0,0,1,0,1050000
11,136,2016,8,37000.0,0,0,2,435000
13,393,2011,13,51000.0,0,1,2,140000
4,7,2012,12,53000.0,0,1,0,735000
25,211,2013,11,68000.0,0,1,0,1950000
18,302,2022,2,25000.0,0,0,2,1525000
36,188,2017,7,97000.0,1,1,0,1100000
22,382,2017,7,59000.0,1,0,0,1500000
33,240,2013,11,75000.0,0,1,2,565000
13,168,2015,9,57000.0,1,1,2,380000
13,100,2019,5,64000.0,0,0,2,1040000
23,20,2009,15,82000.0,1,1,2,130000
31,197,2017,7,65000.0,0,1,2,320000
19,107,2017,7,72000.0,0,0,0,2149000
36,140,2018,6,11000.0,1,0,0,3095000
7,103,2013,11,90000.0,0,0,0,440000
33,316,2011,13,90000.0,0,1,2,400000
22,219,2020,4,168000.0,1,1,0,700000
4,11,2016,8,47000.0,0,1,0,2500000
23,317,2019,5,58900.0,0,0,2,495000
23,317,2022,2,52000.0,0,0,2,645000
25,65,2014,10,86000.0,0,1,0,895000
12,84,2021,3,43000.0,0,0,2,1040000
33,271,2021,3,34000.0,0,0,2,840000
22,298,2020,4,15.0,0,0,0,1350000
13,394,2015,9,87000.0,1,0,0,450000
23,52,2015,9,81000.0,1,1,0,570000
12,358,2017,7,47000.0,0,1,2,575002
21,175,2023,1,15744.0,0,0,2,1599999
12,84,2014,10,78000.0,1,0,0,595000
23,361,2019,5,25000.0,0,1,2,525000
13,352,2018,6,74000.0,0,0,2,880000
13,295,2007,17,75000.0,1,1,2,165000
36,388,2018,6,61000.0,0,1,2,580000
12,44,2014,10,62000.0,0,0,2,350000
31,109,2017,7,130000.0,1,0,0,590000
36,140,2018,6,130000.0,0,1,0,2849000
25,151,2017,7,151000.0,0,1,0,2850000
22,382,2018,6,95000.0,1,1,0,1280000
3,262,2011,13,103000.0,0,1,0,851000
13,394,2012,12,149175.0,1,1,0,315000
36,97,2011,13,52000.0,1,1,2,343000
13,100,2020,4,70000.0,1,0,0,1499000
25,112,2009,15,21000.0,0,1,0,475000
31,210,2016,8,119000.0,1,0,0,560000
25,211,2014,10,135000.0,0,0,0,1645000
35,238,2018,6,52000.0,0,0,2,645000
36,140,2020,4,54000.0,0,0,0,3400000
23,317,2015,9,74566.0,1,1,0,345000
22,329,2022,2,32500.0,0,0,0,1775000
23,317,2022,2,60000.0,1,1,2,550000
35,173,2020,4,29000.0,1,0,0,1075000
33,201,2023,1,17694.0,0,0,2,1850000
23,379,2021,3,25524.0,0,0,2,1149000
12,84,2016,8,91000.0,1,0,0,550000
23,398,2013,11,70000.0,1,1,2,295000
31,109,2014,10,85000.0,1,0,0,285000
23,391,2004,20,170000.0,1,1,0,110000
25,156,2024,0,4000.0,0,0,0,10200000
21,174,2023,1,42000.0,1,0,0,2025000
23,17,2008,16,56000.0,1,1,2,150000
23,167,2024,0,1600.0,1,0,2,1350000
23,40,2022,2,25000.0,1,1,2,345000
23,361,2007,17,118000.0,1,1,2,150000
22,298,2016,8,82000.0,1,0,0,775000
33,316,2016,8,60000.0,0,1,2,1650000
12,70,2013,11,57000.0,0,1,2,715000
12,44,2013,11,45000.0,1,0,2,395000
12,44,2022,2,16000.0,1,0,2,665000
36,140,2021,3,36000.0,0,0,0,3750000
23,80,2018,6,55000.0,0,0,2,392000
36,188,2016,8,174000.0,0,1,0,1550000
11,136,2019,5,60000.0,1,0,0,469000
35,313,2013,11,42000.0,1,1,0,275000
13,168,2018,6,28000.0,0,1,2,525000
23,40,2021,3,13000.0,1,1,2,440000
31,197,2016,8,77000.0,1,0,2,255000
13,100,2021,3,45000.0,0,0,0,1699000
23,41,2019,5,80000.0,0,1,2,280000
3,26,2015,9,89000.0,0,0,0,890000
17,88,2018,6,53213.0,1,1,0,860000
13,394,2011,13,53000.0,1,1,2,230000
23,359,2018,6,64000.0,0,0,2,451000
12,84,2016,8,80000.0,1,0,0,580000
25,342,2019,5,20000.0,0,0,0,6300000
23,80,2017,7,61000.0,0,1,2,455000
38,285,2015,9,75000.0,0,0,0,1350000
23,319,2018,6,33251.0,0,1,2,550000
23,40,2014,10,86000.0,1,0,2,300000
12,63,2013,11,54000.0,1,0,2,335000
3,22,2015,9,42000.0,0,1,0,1050000
23,317,2016,8,158000.0,1,1,0,450000
23,123,2013,11,70000.0,1,1,0,580000
12,44,2021,3,78000.0,0,1,0,1075000
22,351,2013,11,112000.0,1,1,0,360000
13,100,2019,5,29569.0,0,0,2,1100000
12,63,2012,12,92500.0,0,0,2,200000
36,140,2012,12,220000.0,0,1,0,1245000
13,393,2008,16,90000.0,1,0,2,199999
22,329,2024,0,8000.0,1,0,0,1550000
28,328,2017,7,80000.0,0,1,0,745000
25,148,2018,6,72000.0,0,1,0,4800000
23,167,2023,1,8400.0,1,0,2,1450000
23,178,2019,5,520000.0,1,0,2,450000
12,86,2008,16,145000.0,1,1,2,160000
37,253,2020,4,87244.0,1,0,2,725000
31,197,2016,8,88000.0,0,1,2,180000
38,372,2009,15,94000.0,0,1,0,1250000
23,81,2018,6,38000.0,0,1,2,400000
23,356,2017,7,69500.0,1,1,0,514999
22,382,2016,8,24000.0,1,1,0,625000
12,84,2022,2,10000.0,0,0,2,1299000
35,238,2020,4,55000.0,0,0,2,695000
36,187,2012,12,151000.0,1,0,0,895000
36,140,2015,9,73500.0,1,1,0,1390000
18,306,2020,4,20200.0,0,0,2,1000000
36,188,2018,6,162000.0,0,1,0,1875000
37,253,2021,3,73000.0,0,0,2,891000
13,113,2017,7,56000.0,1,0,2,278000
23,116,2023,1,35000.0,1,1,2,600000
11,136,2016,8,113546.0,0,1,2,389999
18,302,2021,3,9020.0,1,0,2,1300000
23,80,2015,9,20460.0,0,1,2,475000
37,253,2011,13,130000.0,1,1,0,250000
4,15,2009,15,40000.0,0,0,2,1000000
22,382,2015,9,67000.0,1,0,0,650000
13,352,2018,6,51000.0,1,1,2,695000
25,154,2022,2,24000.0,0,0,2,9500000
4,8,2019,5,44000.0,0,0,0,3000000
12,84,2014,10,99920.0,0,1,2,460000
25,67,2015,9,69000.0,0,1,2,1499000
23,356,2020,4,62302.0,1,0,2,729000
22,59,2011,13,165786.0,1,1,0,275000
12,191,2015,9,62000.0,0,1,2,490000
3,24,2012,12,77000.0,0,0,2,697000
17,88,2018,6,68000.0,0,0,2,1049999
18,306,2021,3,84000.0,0,0,2,875000
25,67,2019,5,48000.0,0,1,0,3450000
37,254,2015,9,56000.0,0,0,2,520000
22,329,2018,6,106000.0,1,0,0,790000
35,332,2019,5,67321.0,1,0,2,389101
4,15,2013,11,61000.0,0,1,0,851000
31,197,2021,3,73146.0,1,0,2,300000
23,319,2010,14,92000.0,1,0,0,320000
36,140,2015,9,68000.0,0,0,0,2275000
4,11,2011,13,100000.0,0,0,0,1350000
13,352,2021,3,55000.0,1,0,2,1045000
18,302,2021,3,47000.0,0,0,2,1475000
31,199,2022,2,10000.0,0,0,2,695000
23,319,2012,12,69000.0,1,1,2,365000
23,317,2016,8,102000.0,1,1,2,385000
4,371,2020,4,25700.0,0,1,2,10900000
23,123,2018,6,65000.0,0,1,2,675000
11,133,2009,15,68000.0,1,1,0,225000
33,303,2022,2,4950.0,0,0,2,1670000
12,86,2007,17,56000.0,1,1,2,99999
22,299,2020,4,80000.0,1,1,0,1325000
31,336,2020,4,17000.0,1,0,2,545000
36,71,2013,11,95000.0,0,0,2,750000
22,383,2022,2,39000.0,0,0,2,1950000
13,100,2019,5,68000.0,0,1,2,1175000
18,306,2020,4,35000.0,1,0,2,950000
36,127,2019,5,178000.0,1,1,0,850000
23,319,2021,3,81000.0,1,0,2,615000
23,355,2020,4,48000.0,1,0,2,885000
36,127,2017,7,150000.0,1,1,0,700000
23,40,2022,2,21000.0,1,0,2,395000
37,253,2017,7,19000.0,1,0,2,535000
12,84,2016,8,74000.0,0,1,2,590000
13,352,2008,16,125000.0,1,0,0,165000
13,100,2017,7,60000.0,0,0,2,850000
23,319,2015,9,68000.0,1,0,0,550000
10,227,2024,0,18000.0,1,0,0,1451000
23,52,2021,3,50000.0,1,0,2,755000
13,100,2017,7,82000.0,0,0,2,830000
23,38,2015,9,65000.0,1,1,2,225000
18,302,2021,3,39000.0,0,0,2,1400000
23,123,2018,6,130000.0,1,0,0,850000
17,221,2023,1,19780.0,0,0,0,3100000
12,87,2019,5,35000.0,0,1,2,1199000
35,238,2019,5,89000.0,0,0,0,470000
25,112,2013,11,78000.0,0,0,2,1045000
23,125,2007,17,74900.0,1,0,2,95000
22,381,2019,5,21000.0,1,1,0,895000
26,95,2017,7,42000.0,0,1,2,3350000
13,384,2020,4,15000.0,1,0,2,505000
22,298,2017,7,86000.0,1,1,0,700000
35,184,2009,15,0.0,1,1,0,160000
23,319,2015,9,86000.0,1,0,0,335000
3,22,2015,9,42000.0,0,1,0,1050000
19,268,2020,4,11264.0,0,0,0,5795000
12,84,2013,11,130000.0,1,1,2,394500
12,44,2021,3,78000.0,0,1,0,1075000
31,197,2016,8,50588.0,1,1,2,325000
12,84,2016,8,79000.0,0,1,2,675000
23,317,2015,9,94200.0,1,1,0,495000
25,65,2018,6,51000.0,0,1,0,2850000
36,188,2016,8,160000.0,0,0,0,1375000
23,379,2019,5,40000.0,0,0,2,1125000
25,151,2020,4,38000.0,0,1,0,4700000
35,238,2023,1,7800.0,0,0,2,895000
23,80,2015,9,114000.0,0,1,2,395000
13,296,2010,14,100000.0,1,1,2,126000
35,185,2014,10,114109.0,1,1,0,180000
12,44,2016,8,64000.0,1,1,2,415000
13,100,2017,7,66000.0,1,1,2,675000
36,187,2011,13,150000.0,1,1,0,400000
4,11,2018,6,50000.0,0,0,0,3900000
23,277,2014,10,54000.0,1,1,2,385000
23,356,2020,4,64000.0,1,0,0,875000
36,188,2016,8,185865.0,0,0,0,1490000
23,317,2012,12,82000.0,1,1,0,225000
18,306,2024,0,800.0,1,0,2,170000
31,197,2017,7,62000.0,0,0,2,399999
36,187,2010,14,220734.0,1,1,0,576000
23,319,2014,10,70000.0,1,1,0,450000
19,268,2013,11,80500.0,0,1,0,1590000
13,395,2016,8,50000.0,1,0,2,540000
13,394,2017,7,30000.0,1,1,2,500000
36,188,2017,7,161000.0,0,0,0,1650000
23,41,2018,6,72000.0,0,0,2,370000
25,156,2017,7,49000.0,0,0,2,4900000
23,319,2015,9,72000.0,1,1,0,645000
25,112,2009,15,100000.0,0,1,0,625000
13,138,2013,11,90000.0,1,1,2,470000
13,384,2015,9,56000.0,1,0,2,365000
13,393,2012,12,51000.0,1,1,2,165000
22,382,2015,9,55000.0,1,0,0,790000
3,262,2019,5,24000.0,0,1,0,3475000
4,7,2013,11,57000.0,0,0,0,1200000
23,62,2017,7,67000.0,1,1,0,700000
36,127,2013,11,70000.0,1,1,2,260000
23,362,2009,15,80000.0,1,1,2,110000
23,317,2011,13,28082.0,1,0,2,255000
30,76,2018,6,70000.0,0,0,0,4650000
35,176,2018,6,88000.0,1,0,0,799999
23,116,2018,6,68321.0,1,0,2,335101
11,115,2017,7,55000.0,1,1,2,650000
13,100,2019,5,51000.0,1,0,0,899000
4,368,2019,5,17500.0,0,0,0,4500000
23,319,2015,9,84000.0,1,1,2,425000
28,315,2011,13,70000.0,1,1,2,175000
36,188,2019,5,39000.0,0,1,0,2550000
4,15,2016,8,74000.0,0,1,0,5500000
23,317,2016,8,61000.0,1,0,2,359000
3,263,2014,10,45000.0,0,1,0,1200000
23,52,2017,7,80160.0,1,1,0,469000
25,112,2014,10,78000.0,0,1,2,1250000
11,115,2018,6,75000.0,1,0,0,615000
19,268,2021,3,41788.0,0,1,0,4988000
23,398,2020,4,78000.0,1,0,2,610000
35,312,2013,11,100000.0,0,1,0,370000
13,122,2017,7,32500.0,1,1,2,235000
23,356,2018,6,92000.0,1,0,0,798000
3,26,2016,8,52000.0,0,1,0,1650000
12,44,2014,10,80000.0,1,0,0,390000
13,100,2016,8,78800.0,0,1,0,799999
23,62,2019,5,84000.0,0,1,0,865000
36,129,2012,12,93000.0,1,1,0,440000
36,127,2012,12,171985.0,1,1,0,400000
23,359,2017,7,74000.0,0,0,2,449000
36,188,2017,7,69000.0,0,0,0,1815000
37,347,2012,12,70000.0,1,1,2,250000
22,329,2021,3,16700.0,0,0,0,1750000
23,110,2018,6,25000.0,0,1,2,630000
31,255,2012,12,88300.0,1,0,0,375000
19,270,2018,6,51000.0,0,0,2,4987000
36,188,2018,6,70000.0,1,1,0,1850000
23,277,2015,9,82000.0,1,1,2,325000
23,83,2016,8,230.0,1,0,0,460000
7,244,2006,18,117000.0,0,1,2,145000
33,271,2012,12,96000.0,1,0,0,340000
13,100,2019,5,68000.0,0,1,2,1175000
12,70,2013,11,57000.0,0,1,2,715000
11,120,2021,3,23000.0,0,1,0,3150000
35,182,2007,17,54000.0,1,1,2,50000
22,329,2020,4,40000.0,1,0,0,1195000
18,302,2020,4,50000.0,1,0,0,1195000
13,349,2021,3,40000.0,1,0,2,765000
36,187,2014,10,195000.0,1,1,0,1020000
22,299,2023,1,28000.0,1,0,0,1750000
4,370,2015,9,87000.0,0,1,0,4500000
33,271,2018,6,135000.0,1,0,0,650000
25,112,2014,10,78000.0,0,1,2,1250000
36,188,2018,6,52000.0,0,0,0,2195000
23,317,2014,10,96000.0,1,1,2,380000
23,317,2020,4,20000.0,1,0,2,549000
23,80,2015,9,83000.0,0,1,2,325000
25,279,2011,13,42000.0,0,1,2,3000000
12,84,2011,13,77000.0,0,1,2,419999
13,119,2017,7,98000.0,1,0,0,590000
37,346,2016,8,80000.0,0,0,0,583000
13,349,2022,2,32000.0,1,0,2,975000
13,294,2015,9,90000.0,0,1,0,625000
36,140,2014,10,215000.0,0,1,0,1075000
23,123,2016,8,100000.0,1,1,0,795000
22,382,2012,12,100000.0,1,1,0,425000
36,188,2021,3,111000.0,0,0,0,2425000
12,191,2017,7,64100.0,0,0,2,491000
4,11,2018,6,20000.0,0,0,0,4190000
23,361,2015,9,105000.0,1,0,2,295000
4,7,2013,11,57000.0,0,0,0,1200000
26,91,2014,10,24000.0,0,0,0,1695000
3,24,2013,11,42000.0,0,0,0,790000
23,241,2019,5,27000.0,1,1,2,380000
31,197,2017,7,65663.0,0,1,2,325000
23,83,2016,8,49000.0,0,0,2,625000
31,109,2015,9,52000.0,1,0,0,425000
23,123,2017,7,133000.0,1,1,0,770000
23,123,2016,8,65000.0,1,0,0,660000
17,88,2020,4,48000.0,0,0,0,1740000
28,217,2021,3,62000.0,1,0,2,540000
13,100,2018,6,80000.0,1,0,0,900000
12,358,2023,1,10000.0,1,0,2,930000
13,119,2019,5,61000.0,1,0,2,725000
23,52,2022,2,27000.0,1,0,2,960000
33,316,2016,8,80000.0,0,0,0,1625000
11,135,2012,12,108000.0,1,1,0,170000
13,349,2019,5,65000.0,1,0,0,850000
35,185,2015,9,80000.0,1,1,0,120000
23,361,2014,10,77000.0,1,1,2,249999
22,195,2017,7,66000.0,1,0,2,345000
23,361,2006,18,90000.0,1,1,2,100000
13,394,2016,8,73000.0,1,0,2,665000
12,44,2022,2,25000.0,1,0,2,765000
23,52,2020,4,31000.0,1,0,2,690000
23,361,2018,6,48231.0,0,0,2,385101
23,41,2015,9,76000.0,0,0,2,280000
12,84,2011,13,75464.0,0,1,2,375000
4,7,2016,8,85000.0,0,1,0,1650000
7,54,2010,14,85000.0,1,1,2,180000
25,148,2011,13,94990.0,0,1,0,1490000
23,52,2018,6,54000.0,1,0,0,760000
13,100,2018,6,760000.0,1,1,2,885000
4,11,2016,8,47000.0,0,1,0,2500000
37,253,2013,11,85000.0,1,1,0,415000
13,36,2021,3,23000.0,0,1,2,1599999
13,100,2022,2,16000.0,1,0,2,1098000
37,253,2018,6,88000.0,1,1,2,650000
36,129,2019,5,130000.0,1,0,0,765000
22,196,2017,7,48000.0,0,1,2,300000
23,319,2020,4,34000.0,1,1,2,530000
13,394,2011,13,78000.0,1,1,2,310000
36,188,2018,6,72000.0,0,1,0,1850000
12,84,2014,10,133000.0,1,1,0,685000
21,164,2022,2,39000.0,0,0,0,3290000
23,361,2011,13,140000.0,1,1,2,250000
13,394,2010,14,92000.0,1,1,0,270000
4,371,2024,0,10000.0,0,0,2,13500000
4,11,2018,6,64000.0,0,1,2,3250000
37,253,2019,5,63000.0,0,0,2,895000
28,328,2017,7,84000.0,0,1,0,755000
26,94,2015,9,72000.0,0,1,2,1475000
25,65,2011,13,75000.0,0,1,0,795000
11,135,2011,13,115000.0,1,1,0,225000
36,127,2017,7,170000.0,1,0,0,475000
12,44,2019,5,44000.0,1,0,2,550000
4,11,2018,6,52000.0,0,1,0,3850000
13,36,2021,3,58000.0,0,0,0,1985000
21,174,2019,5,72000.0,0,0,2,1025000
25,149,2019,5,51000.0,0,1,2,2440000
38,284,2016,8,56000.0,0,1,0,1725000
